gene,pval,logfoldchanges,cluster
ENTPD1,0.6302061143268478,-0.59857696,2
BNIP3L,0.62792920997859,-0.23664431,2
FGL2,0.6258082145970212,-0.59857696,2
FGR,0.6258082145970212,-0.59857696,2
PAK1IP1,0.6190850254552647,-0.45424375,2
UBE2S,0.5994092671024303,-0.29751495,2
FABP4,0.5991717241458827,-0.4803399,2
ISG15,0.5978181810521083,-0.34036818,2
CD68,0.5935578581196376,-0.6449399,2
PTGDS,0.5935578581196376,-0.6449399,2
HLA-DQB1,0.577662811887682,-0.2392253,2
RNF130,0.5768304708385915,-0.4225639,2
FDX1,0.5686007706606236,-0.27586162,2
RECK,0.5613270921763924,-0.68989336,2
STMN1,0.5514773446179972,-0.33938938,2
AK1,0.5519202399789463,-0.5312153,2
HSD17B7,0.5506101408165824,-0.5312153,2
SCGB1A1,0.5480009460080089,-0.40796566,2
IGHM,0.5427028974233066,-0.7335215,2
TGFBI,0.5325554877283769,-0.7335215,2
CD8A,0.5160424489869377,-0.5204183,2
MT1E,0.5136589082701144,-0.48855442,2
SLC25A39,0.513902919065176,-0.29826894,2
CCR10,0.5076611027387432,-0.81710273,2
UROD,0.5048198881761722,-0.43556756,2
RAN,0.4949458063602705,-0.2525831,2
ATAD3A,0.47447853141212837,-0.81710273,2
TUBB,0.4711761394792049,-0.28427443,2
TPM1,0.4683057636998248,-0.6280978,2
TSC22D1,0.4528912494937881,-0.65137947,2
PTMS,0.4499927031539511,-0.65137947,2
CENPM,0.449759679682865,-0.8571908,2
HLA-DMB,0.4495053400655842,-0.65137947,2
CCL18,0.4495053400655842,-0.65137947,2
CRELD2,0.44509217873074103,-0.36382607,2
METAP2,0.42620478569805786,-0.37021798,2
RASD1,0.4182033250795909,-0.9342591,2
MNDA,0.41837152431734337,-0.8962246,2
TPSB2,0.40064481963625465,-0.9342591,2
NMB,0.39680821686909873,-0.7191538,2
UNG,0.37813149285657555,-0.7410893,2
LMO7,0.3702571532891953,-0.9713448,2
CSTA,0.36925584426017655,-0.9713448,2
SLC38A5,0.368250131866498,-0.9713448,2
CD79B,0.34384942687794895,-0.5917292,2
AP1S2,0.34359041062717344,-0.38465032,2
IRF7,0.3423552897335609,-0.54131657,2
PSAP,0.3362397648880804,-0.38577968,2
TPGS2,0.33204000195404326,-0.6040722,2
PCCB,0.32729066431929776,-1.0428541,2
GRN,0.32171457598728204,-0.561948,2
FOLR1,0.31749746610859036,-19.559175,2
OMG,0.31749746610859036,-19.559175,2
CST6,0.31749746610859036,-19.559175,2
TREM2,0.31749746610859036,-19.559175,2
TREML1,0.31749746610859036,-19.559175,2
AZU1,0.31749746610859036,-19.559175,2
CCL7,0.31749746610859036,-19.559175,2
MMP7,0.31749746610859036,-19.559175,2
LINC00304,0.31749746610859036,-19.559175,2
SPC25,0.31749746610859036,-19.559175,2
C11orf88,0.31749746610859036,-19.559175,2
SLC38A11,0.31749746610859036,-19.559175,2
ZMYND15,0.31749746610859036,-19.559175,2
MS4A2,0.31749746610859036,-19.559175,2
IGLV2-8,0.31749746610859036,-19.559175,2
CFB,0.31749746610859036,-19.559175,2
FCGR2B,0.31749746610859036,-19.559175,2
CHL1,0.31749746610859036,-19.559175,2
CXCL13,0.31749746610859036,-20.559732,2
EFHB,0.31749746610859036,-19.559175,2
CXCL11,0.31749746610859036,-19.559175,2
PRSS57,0.31749746610859036,-19.559175,2
KRT23,0.31749746610859036,-19.559175,2
SAA2,0.31749746610859036,-19.559175,2
HBD,0.31749746610859036,-19.559175,2
DRD4,0.31749746610859036,-19.559175,2
PACRG,0.31749746610859036,-19.559175,2
LRRC26,0.31749746610859036,-19.559175,2
CXCL5,0.31749746610859036,-19.559175,2
GALNT5,0.31749746610859036,-19.559175,2
CETP,0.31749746610859036,-19.559175,2
RND3,0.31749746610859036,-19.559175,2
KITLG,0.31749746610859036,-19.559175,2
IGHG2,0.31749746610859036,-19.559175,2
IGKV1-5,0.31749746610859036,-19.559175,2
TRBV4-1,0.31749746610859036,-19.559175,2
IGHA2,0.31749746610859036,-19.559175,2
NXPH4,0.31749746610859036,-19.559175,2
MEG3,0.31749746610859036,-19.559175,2
ORM1,0.31749746610859036,-19.559175,2
DPEP3,0.31749746610859036,-19.559175,2
GPX2,0.31749746610859036,-19.559175,2
CDC20B,0.31749746610859036,-19.559175,2
ATP12A,0.31749746610859036,-19.559175,2
EPCAM,0.31749746610859036,-19.559175,2
TRAV12-3,0.31749746610859036,-19.559175,2
RNASE2,0.31749746610859036,-19.559175,2
CDC42BPA,0.31749746610859036,-19.559175,2
IGHV3-7,0.31749746610859036,-19.559175,2
IGKV3-15,0.31749746610859036,-19.559175,2
IGKV1-17,0.31749746610859036,-19.559175,2
AQP5,0.31749746610859036,-19.559175,2
GPRC5A,0.31749746610859036,-19.559175,2
TXNDC5,0.31749746610859036,-19.559175,2
IGKV2D-29,0.31749746610859036,-19.559175,2
HDC,0.31749746610859036,-19.559175,2
CEMIP,0.31749746610859036,-19.559175,2
MSLN,0.31749746610859036,-19.559175,2
FAM178B,0.31749746610859036,-19.559175,2
BANK1,0.31749746610859036,-19.559175,2
CKAP2L,0.31749746610859036,-19.559175,2
CCDC74A,0.31749746610859036,-19.559175,2
MT1H,0.31749746610859036,-19.559175,2
OLFM1,0.31749746610859036,-19.559175,2
CAMP,0.31749746610859036,-19.559175,2
FAM216B,0.31749746610859036,-19.559175,2
TRBV7-2,0.31749746610859036,-19.559175,2
SERPINB5,0.31749746610859036,-19.559175,2
FGFBP1,0.31749746610859036,-19.559175,2
SLC6A14,0.31749746610859036,-19.559175,2
CLNK,0.31749746610859036,-19.559175,2
C1orf189,0.31749746610859036,-19.559175,2
CRCT1,0.31749746610859036,-19.559175,2
TMEM56,0.31749746610859036,-19.559175,2
STC1,0.31749746610859036,-19.559175,2
PI3,0.31749746610859036,-19.559175,2
CD72,0.31749746610859036,-19.559175,2
TRBV24-1,0.31749746610859036,-19.559175,2
CCDC151,0.31749746610859036,-19.559175,2
CEACAM6,0.31749746610859036,-19.559175,2
FAM129C,0.31749746610859036,-19.559175,2
LY6H,0.31749746610859036,-19.559175,2
LYPD2,0.31749746610859036,-20.559732,2
TRBV6-5,0.31749746610859036,-19.559175,2
AXL,0.31749746610859036,-19.559175,2
CYP2F1,0.31749746610859036,-19.559175,2
SERPINB3,0.31749746610859036,-19.559175,2
CLC,0.31749746610859036,-19.559175,2
STAR,0.31749746610859036,-19.559175,2
LMTK3,0.31749746610859036,-19.559175,2
SIRPD,0.31749746610859036,-19.559175,2
GFI1B,0.31749746610859036,-19.559175,2
TFPI2,0.31749746610859036,-19.559175,2
KIF18B,0.31749746610859036,-19.559175,2
ARHGAP6,0.31749746610859036,-19.559175,2
LILRA4,0.31749746610859036,-19.559175,2
SUGCT,0.31749746610859036,-19.559175,2
CACNG8,0.31749746610859036,-19.559175,2
F3,0.31749746610859036,-19.559175,2
MAOB,0.31749746610859036,-19.559175,2
CA3,0.31749746610859036,-19.559175,2
SDC2,0.31749746610859036,-19.559175,2
TMEM190,0.31749746610859036,-19.559175,2
GDF15,0.31749746610859036,-19.559175,2
MYL4,0.31749746610859036,-19.559175,2
TNNC1,0.31749746610859036,-19.559175,2
CA8,0.31749746610859036,-19.559175,2
SPAG17,0.31749746610859036,-19.559175,2
DEPDC1,0.31749746610859036,-19.559175,2
SDR16C5,0.31749746610859036,-19.559175,2
CD1E,0.31749746610859036,-19.559175,2
CYGB,0.31749746610859036,-19.559175,2
KLK2,0.31749746610859036,-19.559175,2
CD177,0.31749746610859025,-22.146923,2
NME4,0.3188918369122057,-0.6163199,2
UBAC1,0.3075026274604561,-0.82579964,2
HNRNPAB,0.304750356403418,-0.4799013,2
NPC2,0.3035787167529217,-0.37354317,2
DCAF12,0.30186275666429624,-1.0773615,2
RRM2,0.2891233208670209,-23.65556,2
CTSS,0.2863530278204688,-0.44000417,2
GNLY,0.28170858176836616,-0.6653303,2
IL17A,0.26445017027478834,-22.733559,2
IFI6,0.2645002525072656,-0.5461656,2
VCAN,0.2620532728958871,-1.1440701,2
GSTP1,0.25505147262444483,-0.4564101,2
VIM,0.25366953725753455,-0.89572257,2
SLPI,0.2503395481594009,-1.1763394,2
CCL3,0.24239245698486428,-0.91595155,2
NCOA7,0.23067171203165843,-0.69366056,2
ECI2,0.22920113925889618,-0.66134304,2
PRKAR2B,0.22538992838288233,-21.883331,2
HBB,0.2099785095083494,-1.0183227,2
GTSE1,0.20602583871367544,-21.560846,2
TYMS,0.2032122056580313,-23.738579,2
HSBP1,0.20384101687015632,-0.6052787,2
SOD2,0.20327493323153922,-0.49365097,2
SOX4,0.1979061893208144,-1.6159481,2
FCER1G,0.18794325930815778,-0.8175652,2
APLP2,0.18675292382041414,-0.77857786,2
FCGR3A,0.18410889195676383,-1.3280052,2
MKI67,0.17981336038064202,-23.473871,2
TUBA1B,0.18279522472963403,-0.5195468,2
CCT6A,0.175645135836191,-0.56461155,2
PMCH,0.16560582918867878,-21.883331,2
SERBP1,0.16927047587841995,-0.4776622,2
FCN1,0.16578386571705842,-1.3280052,2
MKRN1,0.16183927054839792,-0.59045506,2
TRBV14,0.15737936163817182,-22.146923,2
RHCE,0.1573793616381717,-20.559732,2
ZMYND10,0.1573793616381717,-20.559732,2
CCDC17,0.1573793616381717,-20.559732,2
TSPAN1,0.1573793616381717,-20.559732,2
LGALSL,0.1573793616381717,-20.559732,2
MME,0.1573793616381717,-20.559732,2
SFN,0.1573793616381717,-20.559732,2
CD1C,0.1573793616381717,-20.559732,2
CENPA,0.1573793616381717,-20.559732,2
DDR2,0.1573793616381717,-20.559732,2
SORT1,0.1573793616381717,-20.559732,2
CYP4B1,0.1573793616381717,-20.559732,2
IGKV1-39,0.1573793616381717,-20.559732,2
SPRR1B,0.1573793616381717,-20.559732,2
TNFAIP6,0.1573793616381717,-20.559732,2
MMRN1,0.1573793616381717,-20.559732,2
IGKV1-12,0.1573793616381717,-20.559732,2
MALL,0.1573793616381717,-20.559732,2
IL1R2,0.1573793616381717,-20.559732,2
ROPN1L,0.1573793616381717,-20.559732,2
PFKFB2,0.1573793616381717,-20.559732,2
C4BPA,0.1573793616381717,-20.559732,2
ACPP,0.1573793616381717,-20.559732,2
WDR17,0.1573793616381717,-20.559732,2
FCGR3B,0.1573793616381717,-20.559732,2
AC008268.1,0.1573793616381717,-20.559732,2
HSD17B6,0.1573793616381717,-20.559732,2
CMTM2,0.1573793616381717,-20.559732,2
HIST1H2AM,0.1573793616381717,-20.559732,2
TRBV5-1,0.1573793616381717,-20.559732,2
PLD4,0.1573793616381717,-20.559732,2
NKX2-1,0.1573793616381717,-20.559732,2
STXBP6,0.1573793616381717,-20.559732,2
TRBV3-1,0.1573793616381717,-20.559732,2
CTSG,0.1573793616381717,-20.559732,2
ARG1,0.1573793616381717,-20.559732,2
KRT6C,0.1573793616381717,-20.559732,2
CLEC9A,0.1573793616381717,-20.559732,2
CCDC170,0.1573793616381717,-20.559732,2
CDK1,0.1573793616381717,-20.559732,2
SFTA1P,0.1573793616381717,-20.559732,2
AKR1C2,0.1573793616381717,-20.559732,2
POU2AF1,0.1573793616381717,-20.559732,2
FOLR2,0.1573793616381717,-20.559732,2
PAPPA,0.1573793616381717,-20.559732,2
ORM2,0.1573793616381717,-20.559732,2
ENHO,0.1573793616381717,-20.559732,2
LY6D,0.1573793616381717,-20.559732,2
UPK3B,0.1573793616381717,-20.559732,2
CD19,0.1573793616381717,-20.559732,2
LY6G6F,0.1573793616381717,-20.559732,2
RRAD,0.1573793616381717,-20.559732,2
GNAZ,0.1573793616381717,-20.559732,2
CXCL14,0.1573793616381717,-20.559732,2
SIGLEC10,0.1573793616381717,-20.559732,2
KLK12,0.1573793616381717,-20.559732,2
IGLV3-1,0.1573793616381717,-20.559732,2
FCGBP,0.1573793616381717,-20.559732,2
PPP1R14A,0.1573793616381717,-20.559732,2
CD22,0.1573793616381717,-20.559732,2
PLIN5,0.1573793616381717,-20.559732,2
EBI3,0.1573793616381717,-20.559732,2
ZNF556,0.1573793616381717,-20.559732,2
JSRP1,0.1573793616381717,-20.559732,2
KRT17,0.1573793616381717,-20.559732,2
CLEC10A,0.1573793616381717,-20.559732,2
IGLL1,0.1573793616381717,-20.559732,2
LAMP5,0.1573793616381717,-20.559732,2
SSR4,0.15432599966875032,-0.443746,2
SUB1,0.15294939388809659,-0.4870732,2
TK1,0.14435932805285936,-23.738579,2
KLF4,0.14223764191332786,-1.4121498,2
SAT1,0.13759275803038623,-0.8091918,2
TFDP1,0.13600961785463403,-0.8644156,2
CCNB2,0.13172220929235845,-21.883331,2
CLIC3,0.13397774077596564,-1.4121498,2
KLF10,0.1281398920430334,-1.1243104,2
IL22,0.110509220998976,-24.03032,2
ASPM,0.1083222908327078,-22.369873,2
MYBL2,0.1083222908327078,-22.369873,2
METTL13,0.10900026009068974,-1.4657391,2
IGHV1-3,0.10249247631510697,-21.560846,2
BIRC5,0.10249247631510697,-21.560846,2
CMTM5,0.10249247631510697,-21.560846,2
FABP3,0.10249247631510697,-21.560846,2
JUN,0.1011043075427275,-1.8814316,2
HMGB1,0.09653362763081355,-0.59204453,2
CTSZ,0.09509453001602501,-1.5174874,2
SLIRP,0.09403164244471811,-0.8605446,2
RNF145,0.08934100564758739,-0.85757697,2
AGR3,0.08326442451338066,-21.14525,2
GP9,0.08326442451338066,-21.14525,2
PYCR1,0.08326442451338066,-21.14525,2
FCRL5,0.08326442451338066,-21.14525,2
FGG,0.08326442451338066,-21.14525,2
KRT16,0.08326442451338066,-21.14525,2
RASSF6,0.08326442451338066,-21.14525,2
IGHG4,0.08326442451338066,-21.14525,2
ACRBP,0.08326442451338066,-21.14525,2
LCN2,0.08326442451338066,-21.14525,2
FAM177B,0.08326442451338066,-21.14525,2
PBX1,0.08326442451338066,-21.14525,2
CFAP53,0.08326442451338066,-21.14525,2
CCDC13,0.08326442451338066,-21.14525,2
CCL17,0.08326442451338066,-21.14525,2
EMCN,0.08326442451338066,-21.14525,2
MUC21,0.08326442451338066,-21.14525,2
FAM111B,0.08326442451338066,-21.14525,2
TMEM40,0.08326442451338066,-21.14525,2
PLK1,0.08326442451338066,-21.14525,2
CHIT1,0.08326442451338066,-21.14525,2
C16orf89,0.08326442451338066,-21.14525,2
IGFBP2,0.08326442451338066,-21.14525,2
CD34,0.08326442451338066,-21.14525,2
BGLAP,0.08326442451338066,-21.14525,2
GPBAR1,0.08326442451338066,-21.14525,2
SERPINB2,0.08326442451338066,-21.14525,2
S100P,0.08326442451338066,-21.14525,2
BCL11A,0.08326442451338066,-21.14525,2
PKIB,0.08326442451338066,-21.14525,2
KRT7,0.08326442451338066,-21.14525,2
BLK,0.08326442451338066,-21.14525,2
PDZK1IP1,0.08326442451338066,-21.14525,2
SNCG,0.08326442451338066,-21.14525,2
TIMD4,0.08326442451338066,-21.14525,2
BASP1,0.08326442451338066,-21.14525,2
GKN2,0.08326442451338066,-21.14525,2
GJB6,0.08326442451338066,-21.14525,2
AKR1C1,0.08326442451338066,-21.14525,2
TOP2A,0.08326442451338052,-22.146923,2
TPX2,0.08326442451338052,-22.146923,2
NRGN,0.08266146127392093,-24.576479,2
NUP214,0.08459911142601251,-1.5427107,2
FTL,0.07987506887973106,-1.3160063,2
GLRX5,0.06953524087602268,-0.92778736,2
TMEM14B,0.06942293592214746,-0.670386,2
DKC1,0.06792710670328923,-1.1144817,2
PA2G4,0.0682898366085684,-0.74598914,2
UBE2C,0.058753697673288786,-21.883331,2
BPIFB1,0.058753697673288786,-21.883331,2
PTCRA,0.058753697673288786,-21.883331,2
CDC20,0.05775045155182644,-22.146923,2
CTTN,0.05216855435561526,-22.369873,2
CD8B,0.05095783892904019,-1.4501234,2
CCR7,0.051760394475589604,-0.9336365,2
RBP7,0.04545842283379166,-21.560846,2
TGFA,0.04545842283379166,-21.560846,2
CXCL10,0.04545842283379166,-21.560846,2
HMOX1,0.04545842283379166,-21.560846,2
CYP1B1,0.04545842283379166,-21.560846,2
C2orf40,0.04545842283379166,-21.560846,2
LAMP3,0.04545842283379166,-21.560846,2
CAV2,0.04545842283379166,-21.560846,2
TNC,0.04545842283379166,-21.560846,2
ITGA2B,0.04545842283379166,-21.560846,2
CLDN4,0.04545842283379166,-21.560846,2
GATA2,0.04545842283379166,-21.560846,2
MAL2,0.04545842283379166,-21.560846,2
C19orf33,0.04545842283379166,-21.560846,2
CSF1R,0.04545842283379166,-21.560846,2
DAB2,0.04545842283379166,-21.560846,2
PEBP4,0.04545842283379166,-21.560846,2
CHI3L1,0.04545842283379166,-21.560846,2
PLPP2,0.04545842283379166,-21.560846,2
VSIG1,0.047138646220381594,-1.6858042,2
RGL4,0.04612730215886142,-1.0794106,2
TUBB1,0.03954449658394473,-23.150269,2
CCT2,0.042444990931684225,-0.8511598,2
PRR4,0.03930869589974976,-1.7306491,2
RHD,0.03384303933687527,-22.146923,2
CD24,0.03384303933687527,-22.146923,2
TNFRSF13B,0.03384303933687527,-22.146923,2
KIF2C,0.03384303933687527,-22.146923,2
PRSS27,0.03384303933687527,-22.146923,2
PCBP3,0.03384303933687527,-22.146923,2
SAA1,0.03384303933687527,-22.146923,2
BLVRB,0.03619867149963622,-1.7525847,2
BRI3,0.03545078332235556,-1.1245676,2
FHL2,0.03245665658093067,-22.563076,2
SLC25A37,0.03263863262875319,-1.4310473,2
PTPRE,0.03214125532420662,-1.4310473,2
SOCS2,0.02848497558650043,-1.4586492,2
IL1RL1,0.025290624918883266,-21.883331,2
VPREB3,0.025290624918883266,-21.883331,2
CCL23,0.025290624918883266,-21.883331,2
FCRLA,0.025290624918883266,-21.883331,2
HIST1H2BJ,0.025290624918883266,-21.883331,2
DNAAF1,0.025290624918883266,-21.883331,2
ADD2,0.025290624918883266,-21.883331,2
FCRL2,0.025290624918883266,-21.883331,2
DMC1,0.025290624918883266,-21.883331,2
LMO2,0.025290624918883266,-21.883331,2
CD302,0.025290624918883266,-21.883331,2
TBC1D16,0.025290624918883266,-21.883331,2
SFTPD,0.025290624918883266,-21.883331,2
ANXA3,0.025290624918883266,-21.883331,2
ENPP2,0.025290624918883266,-21.883331,2
GNAI1,0.025290624918883266,-21.883331,2
E2F5,0.025290624918883266,-21.883331,2
SPAG4,0.025290624918883266,-21.883331,2
MMP9,0.025290624918883266,-21.883331,2
HMMR,0.025290624918883266,-21.883331,2
KCNH2,0.025290624918883266,-21.883331,2
TBXA2R,0.025290624918883266,-21.883331,2
LRRC25,0.025290624918883266,-21.883331,2
PEG10,0.025290624918883266,-21.883331,2
SFTA3,0.025290624918883266,-21.883331,2
TWISTNB,0.026667153599140785,-1.4722703,2
NCL,0.02500816257336124,-0.69920385,2
TACSTD2,0.02007888041685379,-22.733559,2
CCNA2,0.019572774636192124,-22.369873,2
CCNB1,0.019572774636192124,-22.369873,2
LIMS1,0.02114752434484463,-0.9563874,2
CPVL,0.01796836515267428,-24.70744,2
PTMA,0.017329770711890374,-2.9328878,2
PASK,0.016191438128737967,-1.0086563,2
ADAM23,0.014249410249035447,-22.146923,2
TCF4,0.014249410249035447,-22.146923,2
RBP4,0.014249410249035447,-22.146923,2
SPIB,0.014249410249035447,-22.146923,2
AKAP12,0.014249410249035447,-22.146923,2
TSPAN13,0.014249410249035447,-22.146923,2
CCND1,0.014249410249035447,-22.146923,2
FPR1,0.014249410249035447,-22.146923,2
IGF1,0.014249410249035447,-22.146923,2
KRT19,0.014249410249035447,-22.146923,2
EDN1,0.014249410249035447,-22.146923,2
TNFRSF9,0.014249410249035447,-23.150269,2
BEX1,0.014249410249035447,-22.146923,2
CX3CR1,0.014249410249035447,-22.146923,2
CLSPN,0.0124997096713369,-22.733559,2
NUF2,0.011357935376511535,-22.563076,2
CCNE1,0.011357935376511535,-22.563076,2
FOXJ1,0.011357935376511535,-22.563076,2
ZFP36L1,0.01264924142788365,-0.7791395,2
ARC,0.009392627992119023,-23.567537,2
CA2,0.00927102876408891,-23.266304,2
HNRNPA1,0.011108924146360175,-1.8321532,2
HES1,0.009007254337441574,-23.81714,2
PCNA,0.009970448560700432,-1.5151352,2
MUC20,0.008101679834056762,-22.369873,2
SGCE,0.008101679834056762,-22.369873,2
LEPR,0.008101679834056762,-22.369873,2
HCK,0.008101679834056762,-22.369873,2
PTPRS,0.008101679834056762,-22.369873,2
TCL1A,0.008101679834056762,-22.369873,2
CPNE5,0.008101679834056762,-22.369873,2
F13A1,0.008101679834056762,-22.369873,2
CMTM8,0.009116660182777918,-1.6394016,2
CDKN3,0.007584642873288193,-23.02418,2
UTS2,0.007584642873288193,-23.02418,2
REXO2,0.009114101693861065,-1.1539527,2
CHI3L2,0.0071601076833777075,-2.0840755,2
PPBP,0.005790028417056059,-25.925337,2
ISOC2,0.006224212750001712,-2.066439,2
PF4,0.004871681237635105,-24.216421,2
TFR2,0.004637816248507004,-22.563076,2
EPS8L1,0.004637816248507004,-22.563076,2
CKB,0.004637816248507004,-22.563076,2
IGHG1,0.004637816248507004,-22.563076,2
MARCH1,0.004637816248507004,-22.563076,2
KRT6A,0.004637816248507004,-22.563076,2
NMNAT3,0.004637816248507004,-22.563076,2
CXCL17,0.004637816248507004,-22.563076,2
VMO1,0.004637816248507004,-22.563076,2
GYPC,0.005476670996720967,-0.890045,2
FBLN5,0.004391605474063109,-2.1187544,2
HMGA1,0.004140441759637164,-1.1308354,2
LILRB2,0.0026690097576392256,-22.733559,2
CTGF,0.0026690097576392256,-22.733559,2
GAS6,0.0026690097576392256,-22.733559,2
CD33,0.0026690097576392256,-22.733559,2
IGHG3,0.0026690097576392256,-22.733559,2
TKT,0.0031340751713193893,-1.0784502,2
FSCN1,0.0015928667842525232,-23.266304,2
EGR1,0.0021106839733052015,-1.5923071,2
KRT8,0.001542465685072489,-22.886118,2
PILRA,0.001542465685072489,-22.886118,2
S100A2,0.001542465685072489,-22.886118,2
KRT1,0.00147381165370143,-24.03032,2
TRAP1,0.0017370460492145575,-2.2501748,2
PAICS,0.0015670762634922536,-2.2501748,2
FCN3,0.0010448258653705158,-23.473871,2
IFIT2,0.0008971632750221532,-25.57113,2
MEF2C,0.0008944662813854138,-23.02418,2
CD93,0.0008944662813854138,-23.02418,2
APOBEC3A,0.0008944662813854138,-23.02418,2
EMP2,0.0008944662813854138,-23.02418,2
AIF1,0.0011150237475409596,-1.4610428,2
SLC40A1,0.0010113790796215838,-1.9287618,2
MT1F,0.0008851476867069726,-1.9287618,2
TMEM176B,0.0005665448753569393,-23.473871,2
ABCA3,0.0005201556711845825,-23.150269,2
SNCA,0.0005201556711845825,-23.150269,2
CXCL1,0.0005201556711845825,-23.150269,2
CMBL,0.0005201556711845825,-23.150269,2
PLBD1,0.0005201556711845825,-23.150269,2
IER5,0.0007487770950142962,-1.6285441,2
CHST2,0.00045440335513638745,-23.373777,2
LGALS2,0.00045440335513638756,-23.373777,2
S100B,0.0004404594911537018,-24.902884,2
CD160,0.00040825930877192714,-23.81714,2
IFIT3,0.0003459731930498589,-24.216421,2
CD300E,0.00030319338671940243,-23.266304,2
PARD6B,0.00030319338671940243,-23.266304,2
EGFL7,0.0002671118483248776,-23.473871,2
TCF7L2,0.0002671118483248776,-23.473871,2
SELL,0.0004086367548443905,-1.8554589,2
MS4A7,0.00017707666371002156,-23.373777,2
SLC7A7,0.00017707666371002156,-23.373777,2
CD52,0.00033577367632994624,-3.1917484,2
HBA1,0.00015716721570013074,-23.567537,2
CNKSR2,0.00015716721570013074,-23.567537,2
CAV1,0.0001568652591105132,-23.962646,2
TPPP3,0.00010359230701096383,-23.473871,2
RGS18,7.14045626712421e-05,-23.81714,2
CCDC144A,6.068916522257144e-05,-23.567537,2
MGST1,6.068916522257144e-05,-23.567537,2
KCTD12,5.4542356569905594e-05,-23.738579,2
ACTG1,9.428435194501743e-05,-2.9475172,2
YBX1,0.00011306223161579032,-1.5883182,2
CD36,4.252054187990465e-05,-23.891699,2
HEMGN,3.439474723571058e-05,-24.095009,2
MARCO,2.0902082585103917e-05,-23.738579,2
MPEG1,2.0902082585103917e-05,-23.738579,2
ZWINT,1.948407073990438e-05,-24.530115,2
NEAT1,3.360972915114937e-05,-1.6285049,2
VSIG4,1.5069178825647193e-05,-24.03032,2
RALGPS2,1.5069178825647193e-05,-24.03032,2
CLEC7A,1.2284184039059333e-05,-23.81714,2
MZB1,1.2284184039059333e-05,-23.81714,2
SCGB3A2,1.1200448262292427e-05,-23.962646,2
FBLN1,1.1046371060822834e-05,-24.15697,2
DUT,1.94518193405766e-05,-1.4010774,2
CES1,7.22502695441691e-06,-23.891699,2
KLRF1,7.22502695441691e-06,-23.891699,2
PHACTR1,7.22502695441691e-06,-23.891699,2
HIST1H4C,1.1651987307545844e-05,-1.6178582,2
COL1A2,3.906713951916124e-06,-24.095009,2
JUND,8.402478465610126e-06,-1.5625994,2
RFESD,1.4753647234328172e-06,-24.095009,2
CYBB,1.4753647234328172e-06,-24.095009,2
FGFBP2,1.3641994267079235e-06,-24.216421,2
MAFB,8.69614735132445e-07,-24.15697,2
HOXB2,1.4984137471886261e-06,-2.8566458,2
S100A8,1.8277492550280575e-06,-2.1480823,2
PTCH2,3.024271842896213e-07,-24.273563,2
MS4A6A,6.21336735375192e-08,-24.432781,2
CXCL3,2.1648711692232258e-08,-24.530115,2
FOSB,1.242045807907186e-07,-2.3368497,2
S100A12,4.213728754481797e-09,-24.74864,2
SLC2A1,1.0453565255041493e-09,-24.974392,2
PLAC8,1.4068052036297045e-08,-1.9701564,2
HMBS,5.408318723219653e-10,-24.827763,2
MCM7,4.762500689667497e-11,-26.149889,2
NPM1,3.301331806154474e-09,-3.0645585,2
HBA2,1.6729185876135508e-11,-25.31616,2
S100A9,5.289116011798685e-12,-2.512234,2
LYZ,5.921168168090593e-13,-2.7423866,2
PTP4A3,5.955843490036864e-17,-25.768833,2
IER2,5.08550697714847e-15,-2.8816102,2
PPP1R14B,2.8567467263279516e-18,-26.46864,2
LTB,4.9702542742341956e-17,-6.361055,2
CXCR4,2.4123097556678244e-18,21.335892,3
SRGN,2.747808044386344e-05,4.349443,3
MTRNR2L12,0.00040708664700994716,1.918745,3
HERPUD1,0.0004090248496568264,1.6457087,3
HSPA1B,0.0011256292983043014,3.2855253,3
RGS1,0.0012502712406888721,3.3792045,3
HSP90AA1,0.0017626164827527764,4.95378,3
IGKC,0.007612293174016503,1.8849277,3
DUSP1,0.011032379957898327,2.7578797,3
C1QA,0.013624358962490476,1.9019972,3
DUSP2,0.014038427981467174,1.5633421,3
CST7,0.024384474359343867,1.1450806,3
ZFAND2A,0.028915319728167063,1.287602,3
ZFP36,0.03156309067196183,2.2409766,3
ID2,0.03329793011743745,1.630801,3
NFKBIA,0.045221206059735786,1.739492,3
HMGB2,0.04741038462673409,1.3476294,3
BATF,0.05594578162110116,1.1747503,3
FBLN1,0.06458961903527533,2.50763,3
SFTPB,0.08361661173386901,1.2018754,3
DCN,0.083855646793821,1.9957403,3
PTGDS,0.09765153912288123,1.9431782,3
CCL4,0.09837645678944888,1.7925159,3
MGP,0.12006265548751399,1.4220581,3
RGS2,0.14803833710621347,0.85900795,3
HSPE1,0.15645132959751992,0.774926,3
SPON2,0.15705080988030876,1.1067972,3
ENTPD1,0.15975235463298834,1.9962041,3
MGST1,0.16977384428295925,2.297979,3
CXCL3,0.17313625864302157,1.6625007,3
CEBPD,0.1739932500433844,1.3682735,3
GZMB,0.1760937555440134,0.99117076,3
CKS2,0.1767797711722027,1.1872925,3
TNFAIP2,0.1785501876474174,2.1905065,3
DAB2,0.1800248231610488,4.4078712,3
TNC,0.1800248231610488,4.4078712,3
HLA-DRB1,0.18018585107965512,0.680076,3
LUM,0.1876613949401227,2.090413,3
MMP9,0.19129388667336927,3.8223524,3
IGFBP7,0.19870258724357834,0.9653607,3
