gene,pval,logfoldchanges,cluster
ADH7,1.0,0.0,4
TEX12,1.0,0.0,4
TRBV27,1.0,0.0,4
MS4A3,1.0,0.0,4
DEFA3,1.0,0.0,4
PRH2,1.0,0.0,4
ALB,1.0,0.0,4
ATP13A4-AS1,1.0,0.0,4
DNAH12,1.0,0.0,4
TRBV9,1.0,0.0,4
CLEC1B,1.0,0.0,4
PLP1,1.0,0.0,4
CFAP77,1.0,0.0,4
FCN2,1.0,0.0,4
LCN1,1.0,0.0,4
UPK1B,1.0,0.0,4
HAND1,1.0,0.0,4
TRBV7-3,1.0,0.0,4
TRBV4-2,1.0,0.0,4
SCGB1C1,1.0,0.0,4
DMBT1,1.0,0.0,4
NPY,1.0,0.0,4
ITGB5,1.0,0.0,4
HOXA7,1.0,0.0,4
NDP,1.0,0.0,4
CFAP43,1.0,0.0,4
CYP17A1,1.0,0.0,4
SPINK5,1.0,0.0,4
MUC13,1.0,0.0,4
CP,1.0,0.0,4
MUC6,1.0,0.0,4
IGKV1D-39,1.0,0.0,4
HAMP,1.0,0.0,4
BPI,1.0,0.0,4
CD5L,1.0,0.0,4
BCAN,1.0,0.0,4
WFDC12,1.0,0.0,4
S100A1,1.0,0.0,4
ELANE,1.0,0.0,4
SPRR2G,1.0,0.0,4
SPRR1A,1.0,0.0,4
SELENBP1,1.0,0.0,4
ANGPTL4,1.0,0.0,4
KLF1,1.0,0.0,4
HSD3B2,1.0,0.0,4
CLCA4,1.0,0.0,4
CST2,1.0,0.0,4
DNASE2B,1.0,0.0,4
LGALS7,1.0,0.0,4
LGALS7B,1.0,0.0,4
NCCRP1,1.0,0.0,4
ERICH3,1.0,0.0,4
CEACAM5,1.0,0.0,4
APOC2,1.0,0.0,4
CKM,1.0,0.0,4
PGLYRP1,1.0,0.0,4
BSND,1.0,0.0,4
KLK10,1.0,0.0,4
KLK11,1.0,0.0,4
CD1A,1.0,0.0,4
AVP,1.0,0.0,4
MYCN,1.0,0.0,4
CCL13,1.0,0.0,4
DYNLRB2,1.0,0.0,4
NECAB2,1.0,0.0,4
FAM92B,1.0,0.0,4
CHRM3,1.0,0.0,4
SPNS2,1.0,0.0,4
ALOX15,1.0,0.0,4
TEKT1,1.0,0.0,4
ACTA1,1.0,0.0,4
AURKB,1.0,0.0,4
LAMB3,1.0,0.0,4
ALDH3A1,1.0,0.0,4
CCL8,1.0,0.0,4
CCL15,1.0,0.0,4
ATP1A2,1.0,0.0,4
IL20,1.0,0.0,4
CTSE,1.0,0.0,4
CFHR1,1.0,0.0,4
ITGB3,1.0,0.0,4
LAMC2,1.0,0.0,4
EPX,1.0,0.0,4
MPO,1.0,0.0,4
FMO2,1.0,0.0,4
CHST9,1.0,0.0,4
APOA2,1.0,0.0,4
GRP,1.0,0.0,4
SERPINB13,1.0,0.0,4
LDLRAD1,1.0,0.0,4
HAS1,1.0,0.0,4
TNNT1,1.0,0.0,4
IGKV1-33,1.0,0.0,4
VPREB1,1.0,0.0,4
PGA5,1.0,0.0,4
TRAV19,1.0,0.0,4
PAEP,1.0,0.0,4
IGKV2-29,1.0,0.0,4
IGKV1D-16,1.0,0.0,4
IGLV2-18,1.0,0.0,4
IGKV2-24,1.0,0.0,4
IGKV2D-30,1.0,0.0,4
IGKV2D-24,1.0,0.0,4
MUC2,1.0,0.0,4
IGHV3-66,1.0,0.0,4
DEFA6,1.0,0.0,4
FAM183A,1.0,0.0,4
IFNB1,1.0,0.0,4
IGLVI-70,1.0,0.0,4
CCL3L1,1.0,0.0,4
PNLIP,1.0,0.0,4
KLK3,1.0,0.0,4
DEFA5,1.0,0.0,4
UMOD,1.0,0.0,4
TRBV19,1.0,0.0,4
IGHV4-39,1.0,0.0,4
IGKJ1,1.0,0.0,4
IGKV1D-12,1.0,0.0,4
IGKV1-27,1.0,0.0,4
GYPA,1.0,0.0,4
IGLV7-43,1.0,0.0,4
IGKV2-26,1.0,0.0,4
REG3A,1.0,0.0,4
IGLV4-69,1.0,0.0,4
IGLV8-61,1.0,0.0,4
IGLV6-57,1.0,0.0,4
IGLV10-54,1.0,0.0,4
IGLV1-51,1.0,0.0,4
IGLV1-47,1.0,0.0,4
IGLV5-45,1.0,0.0,4
IGLV1-44,1.0,0.0,4
IGLV1-40,1.0,0.0,4
IGLV3-25,1.0,0.0,4
IGLV2-23,1.0,0.0,4
IGLV3-21,1.0,0.0,4
IGLV3-19,1.0,0.0,4
IGLV2-14,1.0,0.0,4
IGLV2-11,1.0,0.0,4
IGLV3-9,1.0,0.0,4
IGLC6,1.0,0.0,4
GGT5,1.0,0.0,4
CLCNKB,1.0,0.0,4
PRDM16,1.0,0.0,4
PCP4,1.0,0.0,4
TFF2,1.0,0.0,4
TFF1,1.0,0.0,4
AC233755.2,1.0,0.0,4
IGKV6D-21,1.0,0.0,4
CTRB2,1.0,0.0,4
CD1B,1.0,0.0,4
CCL22,1.0,0.0,4
IGKV1-6,1.0,0.0,4
IGHV3-53,1.0,0.0,4
IGHV4-59,1.0,0.0,4
IGHV3-72,1.0,0.0,4
IGHV3-73,1.0,0.0,4
IGHV3-74,1.0,0.0,4
IGKV3-11,1.0,0.0,4
IGKV1-9,1.0,0.0,4
RBPMS2,1.0,0.0,4
IGHV3-48,1.0,0.0,4
HBM,1.0,0.0,4
IGKV1-8,1.0,0.0,4
CCDC78,1.0,0.0,4
FABP1,1.0,0.0,4
CD207,1.0,0.0,4
GKN1,1.0,0.0,4
CNRIP1,1.0,0.0,4
IGHV3-49,1.0,0.0,4
IGHV1-46,1.0,0.0,4
AHSP,1.0,0.0,4
IGHV1-18,1.0,0.0,4
IGKV2-30,1.0,0.0,4
IGKV1-16,1.0,0.0,4
IGHV6-1,1.0,0.0,4
IGHV4-4,1.0,0.0,4
IGHV2-5,1.0,0.0,4
IGHV3-11,1.0,0.0,4
IGHV3-13,1.0,0.0,4
IGHV3-20,1.0,0.0,4
IGHV3-43,1.0,0.0,4
IGHV3-21,1.0,0.0,4
IGHV3-23,1.0,0.0,4
IGHV1-24,1.0,0.0,4
IGHV3-30,1.0,0.0,4
IGHV4-31,1.0,0.0,4
IGHV3-33,1.0,0.0,4
IGHV4-34,1.0,0.0,4
ZG16,1.0,0.0,4
HIST1H3B,1.0,0.0,4
CAPN14,1.0,0.0,4
RNASE6,0.9940422203946994,-0.011144281,4
PTP4A3,0.9894668006338302,-0.011341112,4
MT1E,0.963597395648405,-0.044360623,4
CDKN1C,0.9605563246659314,-0.07310095,4
CD79A,0.9600623602291183,-0.07310095,4
SAT1,0.9584158589416749,-0.022343848,4
ZEB2,0.9478653057671901,-0.059417326,4
IFNG,0.9413265305953386,-0.047680024,4
PTCH2,0.9260933190686871,-0.13255084,4
IGHA1,0.9188359548576401,-0.10406379,4
AIF1,0.9036015732024598,-0.059585515,4
IL10,0.9026686305729688,-0.18969062,4
JUNB,0.8982236303350156,-0.19881755,4
IGLC3,0.8929647545598476,-0.18969062,4
EPOR,0.8923914748478711,-0.18969062,4
SPON2,0.8903853847276066,-0.11506769,4
ISG15,0.8783950351498906,-0.0788257,4
AREG,0.8756242145894129,-0.1633162,4
HSPA8,0.8709084261564956,-0.18265069,4
ARV1,0.8707382327316042,-0.16289529,4
UBE2S,0.8693860451408159,-0.13871107,4
LYN,0.8589450142045686,-0.24469474,4
SEC11C,0.8273030287874591,-0.10999046,4
NDC80,0.8264240296347559,-0.29771858,4
KLF4,0.8260747405013718,-0.21950671,4
CST3,0.8247950317612993,-0.13741757,4
SOD2,0.8085174520061758,-0.2069898,4
IFITM3,0.8076311273302388,-0.14249578,4
SCGB3A1,0.805252128228524,-0.16897586,4
OAT,0.8021432786879651,-0.16897586,4
HSPA6,0.8015388198542543,-0.2453128,4
PTPRE,0.7938817413294512,-0.22365971,4
CMC1,0.7855724578645642,-0.15671958,4
SUB1,0.7798695592108129,-0.10832874,4
MIF,0.7711479546206486,-0.109949686,4
LIMS1,0.7684482339122803,-0.11901356,4
CXCL2,0.7611255781558384,-0.3983673,4
CXCL3,0.7607124269892356,-0.3983673,4
IGFBP7,0.7554180925518127,-0.24938405,4
PAK1IP1,0.7539406822315465,-0.30061615,4
SLC25A37,0.7485857604989372,-0.22365971,4
REXO2,0.7369882901613387,-0.18142231,4
ISOC2,0.736051865585174,-0.26764628,4
ENTPD1,0.7320421667481494,-0.4462296,4
FGL2,0.729313433990459,-0.4462296,4
TYMP,0.7279461669420173,-0.15708451,4
SCGB1A1,0.7222243291403131,-0.25175086,4
PTGDS,0.6980232662243715,-0.49258998,4
AK1,0.6869786763838743,-0.3775799,4
FBLN5,0.6809452465790267,-0.3211664,4
HSBP1,0.6771137038976421,-0.23212008,4
LPCAT3,0.6650728176262297,-0.40238613,4
RNF145,0.6462674074668797,-0.29604954,4
IGHM,0.6446679577218979,-0.58116645,4
EGR1,0.6242535197463686,-0.34156734,4
PARVB,0.6221942795658479,-0.45080942,4
RTKN2,0.613109267189301,-0.47445193,4
TFDP1,0.6116077336826586,-0.36286992,4
IGLC2,0.6096033495214082,-0.6235435,4
TPM1,0.6015761885021713,-0.47445193,4
CCT6A,0.5909594776520206,-0.2718271,4
MT1F,0.5880661323342621,-0.3837628,4
PAICS,0.5426503745093496,-0.4554205,4
KRT13,0.5400679786097464,-0.7438592,4
CPOX,0.5242858068390555,-0.7438592,4
CD14,0.5235635843246196,-0.7438592,4
C1QA,0.49675043662377383,-0.5029077,4
CSTA,0.47126001998008116,-0.8189742,4
CDK6,0.47101618459957406,-0.47221404,4
CD8A,0.46921235976676534,-0.70809996,4
ACSS1,0.4639348677949542,-0.5337777,4
FKBP4,0.45795937942392395,-0.46109608,4
SFTPA1,0.45292200271861127,-0.54898596,4
IFI6,0.4523363502044686,-0.38329202,4
UBAC1,0.4288637179195576,-0.6721303,4
SERBP1,0.4184347260022393,-0.3276999,4
DKC1,0.41444813561927796,-0.51991093,4
S100A10,0.40373963236519694,-0.44776082,4
FN1,0.39971041681488695,-0.924983,4
C1QB,0.399351873347602,-0.7127779,4
PASK,0.3980253906280916,-0.48857194,4
TMEM14B,0.39314303198133316,-0.30258968,4
VIM,0.3931249448367734,-0.8865219,4
PRF1,0.38106006828382377,-0.4777444,4
CFD,0.3794651484268676,-0.732703,4
AP1S2,0.3782750333189463,-0.3752833,4
STXBP2,0.3646355169270469,-0.47254306,4
GNG11,0.3597311179684062,-0.9916865,4
CTSH,0.3530589746038434,-0.6155209,4
ZFP36L1,0.3433761961068357,-0.35804957,4
PRDX4,0.34251397867379374,-0.66559047,4
CCR7,0.3322648173942673,-0.6140551,4
HMGA1,0.32222767109590655,-0.4121045,4
CD177,0.3174966033903935,-22.140238,4
TMEM190,0.3174966033903933,-19.552504,4
PACRG,0.3174966033903933,-19.552504,4
TMEM63C,0.3174966033903933,-19.552504,4
IGKV2D-29,0.3174966033903933,-19.552504,4
LILRA4,0.3174966033903933,-19.552504,4
TREML1,0.3174966033903933,-19.552504,4
ARHGAP6,0.3174966033903933,-19.552504,4
ZMYND15,0.3174966033903933,-19.552504,4
CETP,0.3174966033903933,-19.552504,4
TREM2,0.3174966033903933,-19.552504,4
FAM216B,0.3174966033903933,-19.552504,4
IGHV3-7,0.3174966033903933,-19.552504,4
MEG3,0.3174966033903933,-19.552504,4
CACNG8,0.3174966033903933,-19.552504,4
RNASE2,0.3174966033903933,-19.552504,4
LINC00304,0.3174966033903933,-19.552504,4
CKAP2L,0.3174966033903933,-19.552504,4
TRAV12-3,0.3174966033903933,-19.552504,4
MAOB,0.3174966033903933,-19.552504,4
GSTA1,0.3174966033903933,-19.552504,4
OMG,0.3174966033903933,-19.552504,4
TRBV24-1,0.3174966033903933,-19.552504,4
IGKV1-17,0.3174966033903933,-19.552504,4
TFPI2,0.3174966033903933,-19.552504,4
MT1H,0.3174966033903933,-19.552504,4
FAM178B,0.3174966033903933,-19.552504,4
GPX2,0.3174966033903933,-19.552504,4
CFB,0.3174966033903933,-19.552504,4
IGHG2,0.3174966033903933,-19.552504,4
TXNDC5,0.3174966033903933,-19.552504,4
ATP12A,0.3174966033903933,-19.552504,4
ORM1,0.3174966033903933,-19.552504,4
RND3,0.3174966033903933,-19.552504,4
DRC3,0.3174966033903933,-19.552504,4
IGLV2-8,0.3174966033903933,-19.552504,4
GALNT5,0.3174966033903933,-19.552504,4
TRBV4-1,0.3174966033903933,-19.552504,4
CDC42BPA,0.3174966033903933,-19.552504,4
SLC38A11,0.3174966033903933,-19.552504,4
CDC20B,0.3174966033903933,-19.552504,4
EDN2,0.3174966033903933,-19.552504,4
TRBV7-2,0.3174966033903933,-19.552504,4
SPC25,0.3174966033903933,-19.552504,4
SUGCT,0.3174966033903933,-19.552504,4
KITLG,0.3174966033903933,-19.552504,4
TRBV6-5,0.3174966033903933,-19.552504,4
IGKV3-15,0.3174966033903933,-19.552504,4
BANK1,0.3174966033903933,-19.552504,4
C1orf189,0.3174966033903933,-19.552504,4
CXCL11,0.3174966033903933,-19.552504,4
HBD,0.3174966033903933,-19.552504,4
CD1E,0.3174966033903933,-19.552504,4
DRD4,0.3174966033903933,-19.552504,4
AQP5,0.3174966033903933,-19.552504,4
LRRC26,0.3174966033903933,-19.552504,4
MSLN,0.3174966033903933,-19.552504,4
OLFM1,0.3174966033903933,-19.552504,4
EFHB,0.3174966033903933,-19.552504,4
GFI1B,0.3174966033903933,-19.552504,4
PI3,0.3174966033903933,-19.552504,4
KLK2,0.3174966033903933,-19.552504,4
KRT5,0.3174966033903933,-19.552504,4
PRSS57,0.3174966033903933,-19.552504,4
AZU1,0.3174966033903933,-19.552504,4
CHL1,0.3174966033903933,-19.552504,4
CXCL5,0.3174966033903933,-19.552504,4
CRCT1,0.3174966033903933,-19.552504,4
CD72,0.3174966033903933,-19.552504,4
CCDC151,0.3174966033903933,-19.552504,4
SAA2,0.3174966033903933,-19.552504,4
SIRPD,0.3174966033903933,-19.552504,4
SERPINB3,0.3174966033903933,-19.552504,4
GPRC5A,0.3174966033903933,-19.552504,4
TNNC1,0.3174966033903933,-19.552504,4
RGS13,0.3174966033903933,-19.552504,4
KIF18B,0.3174966033903933,-19.552504,4
MYL4,0.3174966033903933,-19.552504,4
C11orf88,0.3174966033903933,-19.552504,4
KRT23,0.3174966033903933,-19.552504,4
CAMP,0.3174966033903933,-19.552504,4
EPCAM,0.3174966033903933,-19.552504,4
MMP7,0.3174966033903933,-19.552504,4
SERPINB5,0.3174966033903933,-19.552504,4
CYGB,0.3174966033903933,-19.552504,4
FCGR2B,0.3174966033903933,-19.552504,4
FOLR1,0.3174966033903933,-19.552504,4
CST6,0.3174966033903933,-19.552504,4
ANKRD29,0.3174966033903933,-19.552504,4
CLNK,0.3174966033903933,-19.552504,4
FGFBP1,0.3174966033903933,-19.552504,4
MS4A2,0.3174966033903933,-19.552504,4
LY6H,0.3174966033903933,-19.552504,4
CA8,0.3174966033903933,-19.552504,4
LYPD2,0.3174966033903933,-20.553057,4
STAR,0.3174966033903933,-19.552504,4
F3,0.3174966033903933,-19.552504,4
IGKV1-5,0.3174966033903933,-19.552504,4
DPEP3,0.3174966033903933,-19.552504,4
SDR16C5,0.3174966033903933,-19.552504,4
WIF1,0.3174966033903933,-19.552504,4
CLC,0.3174966033903933,-19.552504,4
CYP2F1,0.3174966033903933,-19.552504,4
TMEM56,0.3174966033903933,-19.552504,4
STC1,0.3174966033903933,-19.552504,4
CEACAM6,0.3174966033903933,-19.552504,4
DEPDC1,0.3174966033903933,-19.552504,4
SLC6A14,0.3174966033903933,-19.552504,4
HDC,0.3174966033903933,-19.552504,4
CCL7,0.3174966033903933,-19.552504,4
CA3,0.3174966033903933,-19.552504,4
NXPH4,0.3174966033903933,-19.552504,4
FAM129C,0.3174966033903933,-19.552504,4
GDF15,0.3174966033903933,-19.552504,4
CXCL13,0.3174966033903933,-20.553057,4
SPAG17,0.3174966033903933,-19.552504,4
SDC2,0.3174966033903933,-19.552504,4
NCL,0.31857521460699467,-0.387335,4
HMGB1,0.30944682244514476,-0.38256243,4
TWISTNB,0.3080205269002265,-0.7071697,4
UROD,0.2941602117935137,-0.7207881,4
RRM2,0.2891225147329642,-23.648846,4
VDAC3,0.28671615732757416,-0.44624293,4
SFTPB,0.27892530289698325,-0.7476761,4
MMD,0.2777109718811649,-1.1167744,4
HSP90B1,0.2706723516896154,-0.36171103,4
UROS,0.2692588429437146,-0.6155209,4
IL17A,0.2644494235243798,-22.726866,4
PTMA,0.26543804693969403,-1.5102674,4
SSR4,0.26479475772527894,-0.34410006,4
FCGR3A,0.25976388905063735,-1.175606,4
COTL1,0.2547834701922417,-0.45040375,4
SLC40A1,0.2535769850840053,-1.166961,4
NKG7,0.24974733552395434,-0.8954705,4
FCN1,0.24290499587087383,-1.175606,4
MT2A,0.23842239336248333,-0.53509396,4
PRKAR2B,0.2253892961058199,-21.87665,4
MED24,0.22711079796584865,-1.2041785,4
GTSE1,0.20602527287939693,-21.554167,4
TYMS,0.2032116500252159,-23.731865,4
MAP2K2,0.20516979427514756,-0.606109,4
CLIC3,0.20227468505132146,-1.2597427,4
GSTP1,0.18516778972812442,-0.4460575,4
MKI67,0.1798128950136939,-23.467163,4
FOS,0.18101963148702796,-1.0967243,4
PMCH,0.16560542335815548,-21.87665,4
SLC25A39,0.1660159588037479,-0.78016454,4
ZMYND10,0.15737899189581764,-20.553057,4
RHCE,0.15737899189581764,-20.553057,4
IGKV4-1,0.15737899189581764,-20.553057,4
IGKV1-39,0.15737899189581764,-20.553057,4
WDR17,0.15737899189581764,-20.553057,4
CENPA,0.15737899189581764,-20.553057,4
CCDC17,0.15737899189581764,-20.553057,4
SORT1,0.15737899189581764,-20.553057,4
TSPAN1,0.15737899189581764,-20.553057,4
CD1C,0.15737899189581764,-20.553057,4
MME,0.15737899189581764,-20.553057,4
DDR2,0.15737899189581764,-20.553057,4
CXCL14,0.15737899189581764,-20.553057,4
ACPP,0.15737899189581764,-20.553057,4
PFKFB2,0.15737899189581764,-20.553057,4
ROPN1L,0.15737899189581764,-20.553057,4
FCGR3B,0.15737899189581764,-20.553057,4
MMRN1,0.15737899189581764,-20.553057,4
IGKV1-12,0.15737899189581764,-20.553057,4
SPRR1B,0.15737899189581764,-20.553057,4
TNFAIP6,0.15737899189581764,-20.553057,4
SFN,0.15737899189581764,-20.553057,4
LGALSL,0.15737899189581764,-20.553057,4
MALL,0.15737899189581764,-20.553057,4
SNTN,0.15737899189581764,-20.553057,4
IL1R2,0.15737899189581764,-20.553057,4
C4BPA,0.15737899189581764,-20.553057,4
AC008268.1,0.15737899189581764,-20.553057,4
CLEC9A,0.15737899189581764,-20.553057,4
IGLL1,0.15737899189581764,-20.553057,4
PLD4,0.15737899189581764,-20.553057,4
CCDC170,0.15737899189581764,-20.553057,4
JSRP1,0.15737899189581764,-20.553057,4
KRT14,0.15737899189581764,-20.553057,4
POU2AF1,0.15737899189581764,-20.553057,4
EBI3,0.15737899189581764,-20.553057,4
FOLR2,0.15737899189581764,-20.553057,4
ZNF556,0.15737899189581764,-20.553057,4
INHBA,0.15737899189581764,-20.553057,4
UPK3B,0.15737899189581764,-20.553057,4
LAMP5,0.15737899189581764,-20.553057,4
IGLV3-1,0.15737899189581764,-20.553057,4
GNAZ,0.15737899189581764,-20.553057,4
CSF3,0.15737899189581764,-20.553057,4
TRBV14,0.15737899189581764,-22.140238,4
TRBV5-1,0.15737899189581764,-20.553057,4
ENHO,0.15737899189581764,-20.553057,4
PPP1R14A,0.15737899189581764,-20.553057,4
CD19,0.15737899189581764,-20.553057,4
CDK1,0.15737899189581764,-20.553057,4
FCGBP,0.15737899189581764,-20.553057,4
PAPPA,0.15737899189581764,-20.553057,4
CTSG,0.15737899189581764,-20.553057,4
LY6D,0.15737899189581764,-20.553057,4
TRBV3-1,0.15737899189581764,-20.553057,4
PLIN5,0.15737899189581764,-20.553057,4
HIST1H2AM,0.15737899189581764,-20.553057,4
NKX2-1,0.15737899189581764,-20.553057,4
SFTA1P,0.15737899189581764,-20.553057,4
STXBP6,0.15737899189581764,-20.553057,4
LY6G6F,0.15737899189581764,-20.553057,4
KLK12,0.15737899189581764,-20.553057,4
CLEC10A,0.15737899189581764,-20.553057,4
KRT17,0.15737899189581764,-20.553057,4
SIGLEC10,0.15737899189581764,-20.553057,4
AKR1C2,0.15737899189581764,-20.553057,4
ORM2,0.15737899189581764,-20.553057,4
CD22,0.15737899189581764,-20.553057,4
CMTM2,0.15737899189581764,-20.553057,4
DEFB1,0.15737899189581764,-20.553057,4
HSD17B6,0.15737899189581764,-20.553057,4
GYPC,0.16208211669482875,-0.52463907,4
CTSZ,0.15207000776934945,-1.3650699,4
GLRX5,0.14947107105367483,-0.7701211,4
TK1,0.14435901779328428,-23.731865,4
TKT,0.13908213645684067,-0.5388552,4
LYAR,0.13883203177023792,-0.60670376,4
CCNB2,0.1317219594306802,-21.87665,4
MTRNR2L12,0.13534293570250697,-0.7193994,4
RANBP1,0.13505834499853242,-0.6626741,4
GCLM,0.1311006707972922,-1.1161295,4
LYZ,0.1292174347898913,-0.61109924,4
SFTPA2,0.12743130666733588,-1.131488,4
GPR183,0.12067909803739917,-0.65497226,4
IL22,0.11050907784036744,-24.023594,4
ASPM,0.10832215900409015,-22.363186,4
MYBL2,0.10832215900409015,-22.363186,4
IL13,0.10602347264589919,-22.726866,4
NPC2,0.10792121156451384,-0.6852307,4
CMTM5,0.10249237493809117,-21.554167,4
BIRC5,0.10249237493809117,-21.554167,4
TIMM13,0.10552812491184818,-0.74110156,4
RGL4,0.10314409534860815,-0.92303616,4
DUT,0.10131413608879394,-0.5504705,4
MKRN1,0.09805422289658901,-0.75036645,4
GNLY,0.0961377317026594,-1.1531409,4
TPGS2,0.09698955807943085,-1.4977465,4
CD52,0.09074305629948833,-1.4482892,4
PDZK1IP1,0.0832644253623605,-21.138575,4
AKR1C1,0.0832644253623605,-21.138575,4
S100P,0.0832644253623605,-21.138575,4
PLD1,0.0832644253623605,-21.138575,4
SERPINB2,0.0832644253623605,-21.138575,4
CDCA3,0.0832644253623605,-21.138575,4
ACRBP,0.0832644253623605,-21.138575,4
PLK1,0.0832644253623605,-21.138575,4
BCL11A,0.0832644253623605,-21.138575,4
LCN2,0.0832644253623605,-21.138575,4
RASSF6,0.0832644253623605,-21.138575,4
NCAPG,0.0832644253623605,-21.138575,4
GP9,0.0832644253623605,-21.138575,4
CFAP53,0.0832644253623605,-21.138575,4
SNCG,0.0832644253623605,-21.138575,4
CD34,0.0832644253623605,-21.138575,4
C16orf89,0.0832644253623605,-21.138575,4
DPYSL3,0.0832644253623605,-21.138575,4
AGR3,0.0832644253623605,-21.138575,4
AQP4,0.0832644253623605,-21.138575,4
TIMD4,0.0832644253623605,-21.138575,4
GJB6,0.0832644253623605,-21.138575,4
PKIB,0.0832644253623605,-21.138575,4
BASP1,0.0832644253623605,-21.138575,4
GPBAR1,0.0832644253623605,-21.138575,4
BGLAP,0.0832644253623605,-21.138575,4
FGG,0.0832644253623605,-21.138575,4
TMEM40,0.0832644253623605,-21.138575,4
KRT15,0.0832644253623605,-21.138575,4
KRT16,0.0832644253623605,-21.138575,4
FCRL5,0.0832644253623605,-21.138575,4
KRT7,0.0832644253623605,-21.138575,4
FAM177B,0.0832644253623605,-21.138575,4
BLK,0.0832644253623605,-21.138575,4
CCDC13,0.0832644253623605,-21.138575,4
PBX1,0.0832644253623605,-21.138575,4
MUC21,0.0832644253623605,-21.138575,4
IGKV3-20,0.0832644253623605,-21.138575,4
PYCR1,0.0832644253623605,-21.138575,4
NRGN,0.08266146534963598,-24.569727,4
BRI3,0.08346892049256412,-0.96817976,4
HOXB2,0.08317112832040133,-1.071993,4
STMN1,0.07899499799187658,-0.90071285,4
CSF2,0.07362708770795015,-22.556385,4
RPL22L1,0.07516056841117427,-0.64599407,4
PRR4,0.0732592693086005,-1.5782082,4
UBE2C,0.05875382752333261,-21.87665,4
PTCRA,0.05875382752333261,-21.87665,4
MND1,0.05875382752333261,-21.87665,4
BPIFB1,0.05875382752333261,-21.87665,4
CDC20,0.057750586462700586,-22.140238,4
SOCS2,0.06143115297101337,-1.3048799,4
TUBA1B,0.05549221771699344,-0.6459105,4
DNASE1L3,0.052168716794762725,-22.363186,4
CTTN,0.0521687167947627,-22.363186,4
IL23A,0.05464914193632588,-1.3453863,4
PLCG2,0.05194301589913493,-1.6848409,4
SLC39A3,0.05153784840056034,-1.6641035,4
SLIRP,0.050365793001016845,-0.8658346,4
FXYD3,0.04545861648421046,-21.554167,4
ITGA2B,0.04545861648421046,-21.554167,4
CSF1R,0.04545861648421046,-21.554167,4
CAV2,0.04545861648421046,-21.554167,4
DAB2,0.04545861648421046,-21.554167,4
IGFBP5,0.04545861648421046,-21.554167,4
HMOX1,0.04545861648421046,-21.554167,4
CHI3L1,0.04545861648421046,-21.554167,4
PLPP2,0.04545861648421046,-21.554167,4
PEBP4,0.04545861648421046,-21.554167,4
MAL2,0.04545861648421046,-21.554167,4
C2orf40,0.04545861648421046,-21.554167,4
CXCL10,0.04545861648421046,-21.554167,4
RBP7,0.04545861648421046,-21.554167,4
TNC,0.04545861648421046,-21.554167,4
DERL3,0.04545861648421046,-21.554167,4
TFF3,0.04545861648421046,-21.554167,4
CYP1B1,0.04545861648421046,-21.554167,4
PTX3,0.04545861648421046,-21.554167,4
TGFA,0.04545861648421046,-21.554167,4
GATA2,0.04545861648421046,-21.554167,4
C19orf33,0.04545861648421046,-21.554167,4
TUBB1,0.03954471527711544,-23.143568,4
TNFRSF13B,0.03384327900958675,-22.140238,4
SAA1,0.03384327900958675,-22.140238,4
KIF2C,0.03384327900958675,-22.140238,4
PRSS27,0.03384327900958675,-22.140238,4
CD24,0.03384327900958675,-22.140238,4
MRC1,0.03384327900958675,-22.140238,4
RHD,0.03384327900958675,-22.140238,4
FHL2,0.0324569007441753,-22.556385,4
TYROBP,0.035175979988603064,-1.1373576,4
KLRD1,0.03308718184310653,-1.8413229,4
TUBB,0.033863606900504745,-0.80068326,4
KLRC2,0.028994338230008212,-23.731865,4
NCOA7,0.028908946992102575,-1.1613152,4
CD302,0.025290887068302174,-21.87665,4
GNAI1,0.025290887068302174,-21.87665,4
HIST1H2BJ,0.025290887068302174,-21.87665,4
PEG10,0.025290887068302174,-21.87665,4
MXRA8,0.025290887068302174,-21.87665,4
ELF3,0.025290887068302174,-21.87665,4
DMC1,0.025290887068302174,-21.87665,4
SFTA3,0.025290887068302174,-21.87665,4
MMP9,0.025290887068302174,-21.87665,4
HMMR,0.025290887068302174,-21.87665,4
IL3RA,0.025290887068302174,-21.87665,4
VPREB3,0.025290887068302174,-21.87665,4
IDO1,0.025290887068302174,-21.87665,4
ADD2,0.025290887068302174,-21.87665,4
LRRC25,0.025290887068302174,-21.87665,4
PLEKHH2,0.025290887068302174,-21.87665,4
SMPD3,0.025290887068302174,-21.87665,4
CD80,0.025290887068302174,-21.87665,4
SPAG4,0.025290887068302174,-21.87665,4
ENPP2,0.025290887068302174,-21.87665,4
ANXA3,0.025290887068302174,-21.87665,4
E2F5,0.025290887068302174,-21.87665,4
CCL23,0.025290887068302174,-21.87665,4
LMO2,0.025290887068302174,-21.87665,4
FCRL2,0.025290887068302174,-21.87665,4
FCRLA,0.025290887068302174,-21.87665,4
TBC1D16,0.025290887068302174,-21.87665,4
KRT4,0.025290887068302174,-21.87665,4
TBXA2R,0.025290887068302174,-21.87665,4
KCNH2,0.025290887068302174,-21.87665,4
ASF1B,0.021752695054348747,-23.017483,4
CMTM8,0.024087942729671796,-1.4855952,4
CDT1,0.020863789804466026,-22.556385,4
MATK,0.022378731904719073,-1.5098054,4
TRAV13-2,0.019573042209849147,-22.363186,4
CCNB1,0.019573042209849147,-22.363186,4
MARCKS,0.019573042209849147,-22.363186,4
CCL20,0.01986673981735197,-1.9937122,4
