gene,pval,pval_adj,logfoldchanges,cluster
CRELD2,0.004088087243331174,0.023140116471685887,-1.4150844,3
SPP1,0.0026690335013269976,0.015324594265992331,-22.73244,3
CTGF,0.0026690335013269976,0.015324594265992331,-22.73244,3
MSR1,0.0026690335013269976,0.015324594265992331,-22.73244,3
GAS6,0.0026690335013269976,0.015324594265992331,-22.73244,3
LILRB2,0.0026690335013269976,0.015324594265992331,-22.73244,3
CD33,0.0026690335013269976,0.015324594265992331,-22.73244,3
CRYAB,0.0022537482696826663,0.013322649870045318,-23.023062,3
SCD,0.0022537482696826663,0.013322649870045318,-23.023062,3
ANXA2,0.0028946531039514,0.01654087487972229,-1.2217537,3
TRAP1,0.00209625389487627,0.012514948626126985,-2.2257512,3
MYB,0.0015424833539649239,0.009492205255168761,-22.885,3
PILRA,0.0015424833539649239,0.009492205255168761,-22.885,3
KRT8,0.0015424833539649239,0.009492205255168761,-22.885,3
PRSS21,0.0015424833539649239,0.009492205255168761,-22.885,3
KRT1,0.0014738288709365349,0.009259657827873517,-24.029198,3
NCL,0.0020665852002142776,0.012399511201285665,-0.8959121,3
PAICS,0.0019024660007700496,0.011588625385401318,-2.2257512,3
AP1S2,0.001927650767931133,0.011624024731243012,-1.3199235,3
GSTP1,0.0019238052201792724,0.011624024731243012,-1.0869617,3
MUC1,0.0013196766614207416,0.008334799966867841,-23.149149,3
FCN3,0.0010448399406830392,0.0068514094471018964,-23.47275,3
CRIP1,0.0013083577577814027,0.008307033382739065,-2.5515344,3
IFIT2,0.000897176109292541,0.006014588442184632,-25.56999,3
APOBEC3A,0.0008944790920430779,0.006014588442184632,-23.023062,3
MEF2C,0.0008944790920430779,0.006014588442184632,-23.023062,3
CD93,0.0008944790920430779,0.006014588442184632,-23.023062,3
EMP2,0.0008944790920430779,0.006014588442184632,-23.023062,3
FCER1A,0.0008944790920430779,0.006014588442184632,-23.023062,3
SLC25A39,0.0012545742110230114,0.008050743600147667,-1.536098,3
NPC2,0.0012815883304924645,0.00818035104569658,-1.2887408,3
RANBP1,0.001112399488313184,0.007254779271607722,-1.1750308,3
CCR10,0.0006803426061634802,0.004774334078340213,-24.7876,3
ACSS1,0.0009590249391606544,0.006323241357103215,-2.3025696,3
CD9,0.0009116937094590716,0.0060779580630604775,-2.3322663,3
CLECL1,0.0006333214642946564,0.004470504453844633,-23.566418,3
S100A8,0.0009478802989520263,0.006284289274820064,-1.396672,3
TMEM14C,0.0008919577489290352,0.006014588442184632,-1.3900687,3
TMEM176B,0.0005665544931165095,0.0040228721404722565,-23.47275,3
TMEM176A,0.0005201647729849656,0.0037154626641783253,-23.149149,3
PRC1,0.0005201647729849656,0.0037154626641783253,-23.149149,3
ABCA3,0.0005201647729849656,0.0037154626641783253,-23.149149,3
CMBL,0.0005201647729849656,0.0037154626641783253,-23.149149,3
METAP2,0.0007925513331720735,0.005529427905851676,-1.3371745,3
LGALS2,0.0004544116891700144,0.003366012512370477,-23.372658,3
CHST2,0.0004544116891700144,0.003366012512370477,-23.372658,3
S100B,0.0004404676562833315,0.0033110864100708176,-24.901752,3
PCSK1N,0.0003996477433422044,0.003114138259809385,-24.57535,3
IFIT3,0.0003459801476906721,0.0027135697858091928,-24.215296,3
HIST1H2BH,0.00033770551816097327,0.0026660961960076834,-23.566418,3
TUFT1,0.0003031997489343505,0.002430150164253404,-23.265184,3
PARD6B,0.0003031997489343505,0.002430150164253404,-23.265184,3
CD300E,0.0003031997489343505,0.002430150164253404,-23.265184,3
TRIM58,0.0003031997489343505,0.002430150164253404,-23.265184,3
MT1E,0.00031964715074721224,0.0025402422575937396,-2.8745463,3
GAPDH,0.0005063906161559672,0.003705297191385126,-2.3471475,3
MT1X,0.00044147818800944236,0.0033110864100708176,-1.4250551,3
S100A9,0.0004852045145243026,0.0035720577756390374,-1.4100664,3
TCF7L2,0.000267117684530746,0.002241547003055211,-23.47275,3
EGFL7,0.000267117684530746,0.002241547003055211,-23.47275,3
IRF8,0.00024929157289026274,0.0021216304075767044,-23.961525,3
JUNB,0.0004399169604596811,0.0033110864100708176,-3.6237025,3
ZFP36L1,0.0004090371562670342,0.003126398646627013,-1.3256125,3
PTGS2,0.00020123830643470507,0.0017626712972382925,-23.654438,3
SLC25A37,0.0003037687705316755,0.002430150164253404,-2.4319744,3
SLC7A7,0.00017708105172377912,0.0015858004631980219,-23.372658,3
PTPRE,0.00028585058290006115,0.002365659996414299,-2.4319744,3
PPP1R14B,0.00024496650357283463,0.002099712887767154,-2.499503,3
IL23A,0.0002449665035728339,0.002099712887767154,-2.499503,3
AGER,0.00015717124958140852,0.0014288295416491684,-23.566418,3
CNKSR2,0.00015717124958140852,0.0014288295416491684,-23.566418,3
HBA1,0.00015717124958140852,0.0014288295416491684,-23.566418,3
CAV1,0.00015686928750281733,0.0014288295416491684,-23.961525,3
TUBB,0.0002765309868586224,0.0023044248904885204,-1.1398474,3
SOCS2,0.0002439874863446469,0.002099712887767154,-2.4593349,3
SERPINF1,0.00011988761202343546,0.001146855952362413,-23.73746,3
AREG,0.0001732490929149134,0.0015631497105104966,-2.6003072,3
TM4SF1,0.0001035952995784658,0.0010106858495460079,-23.47275,3
TPPP3,0.0001035952995784658,0.0010106858495460079,-23.47275,3
MT2A,0.00013595962200064536,0.0012846578456753891,-1.584569,3
RAN,0.00019523608034720106,0.001722671297181186,-1.2768954,3
CDKN1C,9.09178397774279e-05,0.0009016645267182933,-24.215296,3
S100A11,0.0001858738301323089,0.0016522118233983011,-1.6748145,3
MS4A1,8.432550107502926e-05,0.0008432550107502926,-23.890577,3
IFIT1,8.432550107502926e-05,0.0008432550107502926,-23.890577,3
GZMK,0.00010473265861570546,0.0010135418575713431,-2.2081847,3
RGS18,7.140684258294421e-05,0.0007261712805045175,-23.81602,3
MYL9,7.140684258294421e-05,0.0007261712805045175,-23.81602,3
MKRN1,0.0001479120197532253,0.0013866751851864872,-1.8025452,3
CCDC144A,6.06911866431209e-05,0.0006278398618253887,-23.566418,3
LIMS1,0.00012041987499805336,0.001146855952362413,-1.7323533,3
CD36,4.252209082723096e-05,0.0004515620264838686,-23.890577,3
HEMGN,3.439606650905959e-05,0.0003786722918428579,-24.093885,3
RND1,2.2553610343319192e-05,0.0002553238906790852,-24.215296,3
SSR4,5.765611024212809e-05,0.0006016289764395974,-1.1610287,3
MPEG1,2.090298320675268e-05,0.00023889123664860205,-23.73746,3
IGSF6,2.090298320675268e-05,0.00023889123664860205,-23.73746,3
ZWINT,1.9484923708763685e-05,0.0002292343965736904,-24.528988,3
ITGB1,4.4539810078847625e-05,0.00046884010609313286,-1.3667339,3
FTH1,4.0911820897779814e-05,0.0004422899556516737,-4.316176,3
RALGPS2,1.5069877281250526e-05,0.00018266517916667302,-24.029198,3
CD79B,3.231670909138332e-05,0.0003590745454598147,-2.638614,3
MIF,4.1785407781619785e-05,0.00044770079766021196,-1.4333723,3
PA2G4,3.645990506189467e-05,0.0003977444188570328,-1.3179091,3
SCGB3A2,1.1201001724160846e-05,0.00013856909349477337,-23.961525,3
TTC38,8.968807258726057e-06,0.00011329019695232914,-24.093885,3
NME4,2.055026505098026e-05,0.00023889123664860205,-2.6626453,3
KLRF1,7.225418025675114e-06,9.223937905117166e-05,-23.890577,3
PHACTR1,7.225418025675114e-06,9.223937905117166e-05,-23.890577,3
MINPP1,5.336776703776096e-06,6.961013091881865e-05,-24.155844,3
GLRX5,1.4433565816496802e-05,0.00017673754061016492,-2.2841623,3
TKT,1.570652620097362e-05,0.00018847831441168346,-1.5135305,3
S100A6,1.6954197624287337e-05,0.00020143601137767133,-2.602094,3
NEAT1,9.358484037401024e-06,0.0001169810504675128,-1.5859368,3
CLIC5,2.5042803691075873e-06,3.33904049214345e-05,-24.029198,3
RASGRP3,2.5042803691075873e-06,3.33904049214345e-05,-24.029198,3
PHGDH,2.386646462444665e-06,3.254517903333634e-05,-24.327444,3
HVCN1,1.8885310978814454e-06,2.6048704798364766e-05,-24.272438,3
CYBB,1.4754725216073237e-06,2.058798867359056e-05,-24.093885,3
CD79A,1.364300479784055e-06,1.9490006854057925e-05,-24.215296,3
SPARCL1,8.696843185071193e-07,1.2884212126031397e-05,-24.155844,3
MAFB,8.696843185071193e-07,1.2884212126031397e-05,-24.155844,3
VDAC3,2.7633247103497555e-06,3.643944672988688e-05,-2.0091689,3
HIST1H2AG,5.127985784904913e-07,7.889208899853711e-06,-24.215296,3
FAM89A,4.767757034917688e-07,7.430270703767826e-06,-24.327444,3
FOSB,1.4515205455383916e-06,2.0492054760542e-05,-2.1335738,3
LST1,1.3133218078426953e-06,1.898778517362933e-05,-2.4677958,3
IL4I1,3.2538852779889006e-07,5.1377135968245795e-06,-24.937935,3
PTCH2,3.0245587895560335e-07,4.839294063289654e-06,-24.272438,3
SLC40A1,9.286535574267295e-07,1.3590052059903358e-05,-2.9259624,3
MOB3C,2.3594020419639516e-07,3.878469110077728e-06,-24.481123,3
KRT18,1.7843715791897872e-07,3.0158392887714715e-06,-24.327444,3
DUT,8.354990542897589e-07,1.2691124875287478e-05,-1.8346082,3
FCGR3A,1.30584871811476e-07,2.2710412488952347e-06,-25.286982,3
LYN,1.05292363197913e-07,1.8581005270219942e-06,-24.38047,3
TNFRSF4,2.4205225094754043e-07,3.925171636987142e-06,-2.7108285,3
CPPED1,9.857484980167018e-08,1.7655196979403614e-06,-24.481123,3
RTKN2,8.728244736605926e-08,1.5869535884738046e-06,-25.616201,3
MYOM2,5.115657731495401e-08,9.591858246553876e-07,-25.369583,3
COTL1,1.9987612899270226e-07,3.331268816545038e-06,-1.7556018,3
CENPM,3.5102431484160705e-08,6.905396357539811e-07,-24.826633,3
FGR,3.4473192788962256e-08,6.894638557792451e-07,-24.57535,3
HMGB1,1.3865237156726298e-07,2.3768977982959367e-06,-1.8459336,3
ALDH2,8.304748808093567e-09,1.7483681701249614e-07,-24.826633,3
AIF1,5.0887888911185545e-08,9.591858246553876e-07,-2.2917624,3
IFI30,7.665566120747747e-09,1.6724871536176906e-07,-25.13833,3
ATAD3A,6.143182066313464e-09,1.365151570291881e-07,-24.7876,3
LXN,6.143182066313464e-09,1.365151570291881e-07,-24.7876,3
RECK,4.454844288626293e-09,1.0691626292703104e-07,-24.66393,3
S100A12,4.214438444507335e-09,1.0321073741650617e-07,-24.74751,3
SERBP1,7.518301100096041e-08,1.3879940492484998e-06,-1.7224568,3
GNLY,3.3422420290719203e-09,8.3556050726798e-08,-4.4023185,3
PCCB,2.7916334483940575e-09,7.127574761857168e-08,-25.007767,3
RGL4,1.8720444285759473e-08,3.8075479903239605e-07,-3.1167727,3
CPOX,2.161599840522771e-09,5.638956105711577e-08,-24.864666,3
GYPC,3.8537512155573874e-08,7.458873320433653e-07,-1.6164383,3
UROS,9.438419851836954e-09,1.9527765210697146e-07,-3.1524072,3
CD14,8.705207793373632e-10,2.3741475800109903e-08,-24.864666,3
BRI3,8.152807830694195e-09,1.74703024943447e-07,-3.1611967,3
LMO7,7.598205341706378e-10,2.1204293976855007e-08,-24.937935,3
MNDA,3.192657666953125e-10,9.121879048437498e-09,-24.864666,3
S100A4,5.680535505132269e-09,1.3108928088766774e-07,-6.47967,3
SUB1,5.238214807752302e-09,1.2325211312358357e-07,-1.7519482,3
DCAF12,6.264781306624344e-11,1.927625017422875e-09,-25.041494,3
CLIC3,2.482371955804238e-11,8.05093607287861e-10,-25.369583,3
NCOA7,1.7619968605750142e-10,5.157063982170774e-09,-3.3515,3
PTMA,1.648259726499755e-09,4.395359270666013e-08,-7.0635695,3
ALAD,4.4866758528856035e-12,1.4955586176285345e-10,-25.199572,3
JUND,5.082196868729903e-11,1.6049042743357587e-09,-2.2124279,3
FCN1,9.198719036771176e-13,3.449519638789191e-11,-25.286982,3
VIM,1.2089611480051286e-10,3.626883444015386e-09,-4.4090505,3
ARV1,1.9528841091564513e-13,7.811536436625805e-12,-25.315023,3
CHI3L2,9.383640942765118e-14,3.882885907351084e-12,-26.0319,3
LPCAT3,7.076675649206974e-14,3.0328609925172743e-12,-25.546345,3
IER2,4.367141464896049e-12,1.4955586176285345e-10,-3.020268,3
CCT6A,2.3172980492911413e-12,8.426538361058695e-11,-2.815595,3
PSMG1,1.4453549702572116e-15,6.42379986780983e-14,-25.746948,3
CD52,3.4846397985673957e-12,1.2298728700826102e-10,-5.299073,3
VSIG1,5.467455794401872e-16,2.523441135877787e-14,-25.638788,3
PTP4A3,5.960148728947722e-17,3.4057992736844123e-15,-25.767689,3
SLC39A3,5.960148728947722e-17,3.4057992736844123e-15,-25.767689,3
RUVBL2,4.8856240402251644e-17,3.0856572885632617e-15,-25.905478,3
UBAC1,2.050994746473761e-17,1.3673298309825072e-15,-25.80834,3
FTL,3.33115673372083e-13,1.2894800259564503e-11,-4.899505,3
ISOC2,2.070174592837343e-18,1.6561396742698744e-16,-26.014463,3
FBLN5,9.570765752779234e-19,8.2035135023822e-17,-26.066193,3
LYZ,5.023681280413767e-16,2.4747517680363817e-14,-3.1476595,3
RUFY1,3.703478153882432e-19,3.418595218968399e-17,-26.014463,3
REXO2,3.1862197093134415e-16,1.662375500511361e-14,-3.8025546,3
PASK,7.28641767728812e-18,5.143353654556321e-16,-4.1013026,3
SCGB3A1,2.7092775975480794e-19,2.7092775975480792e-17,-26.95979,3
IL32,5.155732850075795e-16,2.4747517680363817e-14,-4.913731,3
PRDX2,8.764404423766839e-17,4.7805842311455484e-15,-2.5778756,3
FXN,1.741963590143577e-24,3.4839271802871535e-22,-26.344824,3
CCR7,5.567380229319446e-20,6.680856275183336e-18,-3.5045602,3
PLAC8,3.35439682670042e-23,5.750394560057863e-21,-3.3068662,3
ACTB,8.153328648729942e-23,1.2229992973094913e-20,-16.23709,3
YBX1,1.5627878536251252e-20,2.0837171381668337e-18,-3.167679,3
HNRNPA1,6.995742925416922e-20,7.631719555000279e-18,-4.606908,3
ACTG1,8.629010417142068e-27,2.5887031251426204e-24,-6.3174553,3
NPM1,3.81912927202936e-25,9.165910252870464e-23,-4.7439804,3
MAP2K2,5.043045320673489e-42,2.0172181282693954e-39,-27.61968,3
SELL,1.437571557226237e-80,8.625429343357421e-78,-6.576321,3
LTB,4.449273653693406e-93,5.339128384432087e-90,-9.079083,3
CXCR4,4.365814485059822e-10,2.7047265100240462e-08,9.312427,4
SRGN,0.00037587989214116305,0.005434408079149345,4.7133484,4
ID2,0.0017887925659088105,0.01879594662402955,3.0824392,4
ALOX5AP,0.0027053710741790477,0.025971562312118855,1.6141059,4
ZFP36,0.003431203626492726,0.03191817326969978,4.1048794,4
RGS1,0.00428445785265387,0.0389496168423079,5.2860074,4
PPBP,0.005790230251987138,0.04791914691299701,-25.918459,4
PF4,0.004871869343433635,0.04117072684591804,-24.209688,4
MARCH1,0.0046380004428876595,0.039472344194788594,-22.556385,4
TFR2,0.0046380004428876595,0.039472344194788594,-22.556385,4
MT1G,0.0046380004428876595,0.039472344194788594,-22.556385,4
EPS8L1,0.0046380004428876595,0.039472344194788594,-22.556385,4
VMO1,0.0046380004428876595,0.039472344194788594,-22.556385,4
KRT6A,0.0046380004428876595,0.039472344194788594,-22.556385,4
NMNAT3,0.0046380004428876595,0.039472344194788594,-22.556385,4
MBOAT2,0.0046380004428876595,0.039472344194788594,-22.556385,4
MDK,0.0046380004428876595,0.039472344194788594,-22.556385,4
TRAP1,0.005235125807948845,0.04362604839957371,-2.0976605,4
RHOB,0.005035484128077823,0.042255810864988724,-1.744045,4
GEM,0.00372579156014838,0.03439192209367735,-23.810423,4
FTL,0.003942317147050733,0.03611282882794564,-1.920467,4
CPA3,0.002669151672518031,0.025830500056626106,-22.726866,4
RETN,0.002669151672518031,0.025830500056626106,-22.726866,4
LILRB2,0.002669151672518031,0.025830500056626106,-22.726866,4
SPP1,0.002669151672518031,0.025830500056626106,-22.726866,4
GAS6,0.002669151672518031,0.025830500056626106,-22.726866,4
CD33,0.002669151672518031,0.025830500056626106,-22.726866,4
IRF7,0.0033973896652431416,0.03191817326969978,-1.7748864,4
S100A9,0.0034216350970541222,0.03191817326969978,-1.1175328,4
SCD,0.0022538565179099908,0.023116477106769135,-23.017483,4
CRYAB,0.0022538565179099908,0.023116477106769135,-23.017483,4
HIST1H4C,0.0029467670061182555,0.02806444767731672,-1.6211305,4
NME1,0.002380570993948481,0.024209196548628624,-1.8151152,4
FSCN1,0.0015929743273418017,0.01691654152929347,-23.259602,4
PILRA,0.0015425712916705909,0.016568792419390684,-22.879423,4
SLC34A2,0.0015425712916705909,0.016568792419390684,-22.879423,4
S100A2,0.0015425712916705909,0.016568792419390684,-22.879423,4
MYB,0.0015425712916705909,0.016568792419390684,-22.879423,4
KRT1,0.0014739145607953748,0.01652988292480794,-24.023594,4
RAN,0.0018012782181361655,0.01879594662402955,-1.0502939,4
CCT2,0.0015464206258097972,0.016568792419390684,-1.4942558,4
APOD,0.0009502336087958777,0.010757361609009936,-23.367071,4
IFIT2,0.0008972399855869557,0.010352769064464872,-25.564299,4
MEF2C,0.0008945428508191062,0.010352769064464872,-23.017483,4
APOBEC3A,0.0008945428508191062,0.010352769064464872,-23.017483,4
EMP2,0.0008945428508191062,0.010352769064464872,-23.017483,4
FCER1A,0.0008945428508191062,0.010352769064464872,-23.017483,4
SLC29A1,0.0008945428508191062,0.010352769064464872,-23.017483,4
CD93,0.0008945428508191062,0.010352769064464872,-23.017483,4
CCR10,0.0006803963927766622,0.008504954909708278,-24.781965,4
TMEM176B,0.000566602361093086,0.007157082455912666,-23.467163,4
PLAC8,0.0009215486956718807,0.010531985093392923,-1.3243462,4
PPP1R14B,0.0007683144612303729,0.009504921169860283,-2.3713706,4
ABCA3,0.0005202100730661085,0.006640979656163087,-23.143568,4
PRC1,0.0005202100730661085,0.006640979656163087,-23.143568,4
CXCL1,0.0005202100730661085,0.006640979656163087,-23.143568,4
AGR2,0.0005202100730661085,0.006640979656163087,-23.143568,4
SNCA,0.0005202100730661085,0.006640979656163087,-23.143568,4
CMBL,0.0005202100730661085,0.006640979656163087,-23.143568,4
TMEM176A,0.0005202100730661085,0.006640979656163087,-23.143568,4
PCOLCE,0.0005202100730661085,0.006640979656163087,-23.143568,4
S100B,0.0004405082946082317,0.006146627366626489,-24.89611,4
PCSK1N,0.00039968585299664656,0.005709797899952093,-24.569727,4
IFIT3,0.00034601476146822735,0.0050636306556325955,-24.209688,4
HIST1H2BH,0.0003377395736464428,0.0050035492392065594,-23.560827,4
PARD6B,0.00030323141422867767,0.004548471213430165,-23.259602,4
TCF7L2,0.0002671467318915642,0.004057925041390849,-23.467163,4
JUN,0.00041879418451216504,0.005912388487230565,-2.7352595,4
PTGS2,0.00020126219193790888,0.0030963414144293674,-23.648846,4
SLC7A7,0.00017710289144470467,0.0027963614438637576,-23.367071,4
AGER,0.0001571913267811319,0.0025150612284981105,-23.560827,4
HBA1,0.0001571913267811319,0.0025150612284981105,-23.560827,4
CSF3R,0.00010361019412784744,0.001745438314098245,-23.467163,4
C15orf48,0.00010361019412784744,0.001745438314098245,-23.467163,4
IFIT1,8.433832303608687e-05,0.0014883233476956506,-23.88498,4
MS4A1,8.433832303608665e-05,0.0014883233476956506,-23.88498,4
YBX1,0.00018173231347201157,0.0028321918982651155,-1.4593767,4
CD79B,0.00013871410083272185,0.002280231794510496,-2.5104573,4
RGS18,7.141819020007086e-05,0.0012985125490921974,-23.810423,4
CCDC144A,6.0701247727660766e-05,0.0011206384195875834,-23.560827,4
PLA2G2A,6.0701247727660766e-05,0.0011206384195875834,-23.560827,4
KCTD12,5.4553515762054895e-05,0.0010558744986204174,-23.731865,4
NME4,9.532670026341834e-05,0.0016578556567551014,-2.5344844,4
CD36,4.252980036132243e-05,0.0008366518103866707,-23.88498,4
PA2G4,0.0001047262988458947,0.001745438314098245,-1.3832206,4
TNFAIP2,3.5605914111564494e-05,0.0007121182822312899,-23.648846,4
RASD1,3.5204490026217964e-05,0.0007121182822312899,-24.89611,4
HEMGN,3.440263292463052e-05,0.0007117786122337349,-24.088282,4
CCL2,3.057846139648786e-05,0.0006437570820313234,-24.023594,4
TNFRSF12A,3.057846139648786e-05,0.0006437570820313234,-24.023594,4
IGSF6,2.0907465921741223e-05,0.00045616289283799036,-23.731865,4
ZWINT,1.9489169246246367e-05,0.000433092649916586,-24.523367,4
HNRNPA1,5.6744851026304526e-05,0.0010808543052629434,-2.2788508,4
RALGPS2,1.5073353772533335e-05,0.0003445481387636484,-24.023594,4
CLEC7A,1.2287741581227052e-05,0.00028912333132298946,-23.810423,4
FBLN1,1.1049643444526798e-05,0.0002651914426686432,-24.150238,4
CD8B,1.5217542795394469e-05,0.0003445481387636484,-2.924249,4
TTC38,8.971118517949909e-06,0.00021970086166407942,-24.088282,4
PHACTR1,7.227364581603211e-06,0.00018068411454008027,-23.88498,4
KLRF1,7.227364581603211e-06,0.00018068411454008027,-23.88498,4
MINPP1,5.338304417306451e-06,0.00013926011523408133,-24.150238,4
RASGRP3,2.505108447177769e-06,6.680289192474051e-05,-24.023594,4
PHGDH,2.3874426483098712e-06,6.511207222663285e-05,-24.32183,4
HVCN1,1.889188442999447e-06,5.272153794417061e-05,-24.266827,4
RFESD,1.476009113147191e-06,4.21716889470626e-05,-24.088282,4
CYBB,1.476009113147191e-06,4.21716889470626e-05,-24.088282,4
CLDN5,1.4308069956308223e-06,4.21716889470626e-05,-24.374855,4
FGFBP2,1.3648034972986567e-06,4.199395376303559e-05,-24.209688,4
MAFB,8.700306929716225e-07,2.821721166394451e-05,-24.150238,4
HIST1H2AG,5.130213767753125e-07,1.810663682736397e-05,-24.209688,4
FAM89A,4.769852911693288e-07,1.7344919678884685e-05,-24.32183,4
IER5,1.2031136689438196e-06,3.799306322980483e-05,-2.5106757,4
TPM2,2.820373605774659e-07,1.057640102165497e-05,-24.374855,4
MOB3C,2.3605596161629074e-07,9.137650127082222e-06,-24.475504,4
KRT18,1.7852846173866128e-07,7.14113846954645e-06,-24.32183,4
ECI2,6.730106309425067e-07,2.3074650203743084e-05,-2.914859,4
LTB,7.263761453371472e-07,2.4212538177904908e-05,-5.3189454,4
MYOM2,5.118785898593263e-08,2.118118302866178e-06,-25.36391,4
FGR,3.4495425420778624e-08,1.4783753751762267e-06,-24.569727,4
CD68,2.0400039725264735e-08,9.066684322339883e-07,-24.614677,4
ALDH2,8.311169455384447e-09,3.989361338584535e-07,-24.820995,4
S100A12,4.217972008972578e-09,2.108986004486289e-07,-24.741879,4
SLC2A1,1.0465885132181319e-09,5.460461808094602e-08,-24.967615,4
LMO7,7.605921869023096e-10,4.1486846558307795e-08,-24.932293,4
HMBS,5.415157350040655e-10,3.09437562859466e-08,-24.820995,4
G0S2,4.5078775167067437e-10,2.7047265100240462e-08,-24.967615,4
NPM1,1.2884447242273591e-08,5.946667957972427e-07,-2.926132,4
TNFSF13B,1.3074631028364945e-10,9.229151314139962e-09,-25.19391,4
SLC38A5,1.1131040003652417e-10,8.348280002739312e-09,-24.932293,4
VCAN,2.1868515743109397e-11,1.7494812594487516e-09,-25.10109,4
HBA2,1.6758787494041543e-11,1.436467499489275e-09,-25.309355,4
IER2,1.7774402780156317e-10,1.1849601853437546e-08,-2.565483,4
WARS,3.200806736607131e-13,3.200806736607131e-11,-25.33688,4
NUP214,8.62535371876016e-14,9.409476784101992e-12,-25.492233,4
METTL13,6.538144153216915e-14,7.845772983860298e-12,-25.416557,4
HSD17B7,7.833860155283674e-15,1.1750790232925511e-12,-25.51664,4
JUND,4.888656997262768e-13,4.5126064590117854e-11,-2.3662388,4
VSIG1,5.484708508006487e-16,1.0969417016012974e-13,-25.633091,4
RUVBL2,4.903426009464878e-17,1.1768222422715707e-14,-25.899752,4
S100A8,3.389837802875222e-15,5.811150519214666e-13,-3.3625271,4
HBB,1.2166040061822343e-18,4.866416024728937e-16,-26.587593,4
SELL,1.665000276464783e-14,2.220000368619711e-12,-3.1581419,4
FOSB,2.092917050457399e-18,6.278751151372196e-16,-3.275297,4
FXN,1.7561973729928255e-24,1.0537184237956952e-21,-26.339039,4
LST1,2.159144463028107e-34,2.590973355633728e-31,-27.44269,4
